ĐỀ MỤC,CHỦ ĐỀ CON,MÃ SỐ,CÂU HỎI,CÂU TRẢ LỜI,keywords
"Ở những người mắc bệnh ĐTĐ type 2, viêm nha chu và việc kiểm soát đường huyết kém có liên quan với nhau không?",,Q019,Tại sao viêm nha chu làm khó kiểm soát đường huyết dù bệnh nhân tuân thủ thuốc?,"Vì thuốc chỉ kiểm soát đường huyết tạm thời, trong khi nguồn viêm mạn tính từ nha chu tiếp tục kích thích kháng insulin, gây dao động đường huyết và tăng HbA1c.",viêm nha chu; đái tháo đường; kiểm soát đường huyết; kháng insulin; viêm mạn tính; tăng HbA1c; nha chu tiểu đường; khó kiểm soát
"Ở những người mắc bệnh ĐTĐ type 2, viêm nha chu và việc kiểm soát đường huyết kém có liên quan với nhau không?",,Q020,Phòng ngừa viêm nha chu ở bệnh nhân ĐTĐ típ 2 gồm những biện pháp gì?,"Kiểm soát đường huyết chặt chẽ, duy trì vệ sinh răng miệng tốt, chế độ ăn lành mạnh, khám nha khoa định kỳ và xử trí sớm các ổ nhiễm răng miệng.",phòng ngừa viêm nha chu; bệnh nhân ĐTĐ típ 2; vệ sinh răng miệng; kiểm soát đường huyết; quản lý ĐTĐ; chăm sóc nha chu; tầm soát nha chu
"Ở những người mắc bệnh ĐTĐ type 2, viêm nha chu và việc kiểm soát đường huyết kém có liên quan với nhau không?",,Q021,Có nên xét nghiệm HbA1c cho bệnh nhân viêm nha chu nặng không?,"Có, vì viêm nha chu nặng có thể là dấu hiệu ĐTĐ chưa được chẩn đoán hoặc cho thấy bệnh nhân ĐTĐ đang kiểm soát đường huyết chưa tốt.",HbA1c; xét nghiệm HbA1c; viêm nha chu nặng; đái tháo đường; tầm soát ĐTĐ; kiểm soát đường huyết; chỉ định xét nghiệm; tiểu đường
"Ở những người mắc bệnh ĐTĐ type 2, viêm nha chu và việc kiểm soát đường huyết kém có liên quan với nhau không?",,Q022,Viêm nha chu ở bệnh nhân ĐTĐ típ 2 ảnh hưởng thế nào đến chất lượng cuộc sống?,"Gây đau, mất răng, hạn chế khả năng ăn nhai, khó khăn trong giao tiếp, tăng chi phí điều trị và ảnh hưởng sức khỏe toàn thân.",viêm nha chu ĐTĐ; chất lượng cuộc sống; ảnh hưởng cuộc sống; ĐTĐ típ 2; tác động nha chu; biến chứng nha khoa; tâm lý bệnh nhân
"Ở những người mắc bệnh ĐTĐ type 2, viêm nha chu và việc kiểm soát đường huyết kém có liên quan với nhau không?",,Q023,Vai trò của nha sĩ trong quản lý bệnh nhân ĐTĐ típ 2 là gì?,"Đánh giá, điều trị và dự phòng viêm nha chu; tư vấn chăm sóc răng miệng; phối hợp với bác sĩ nội tiết để quản lý toàn diện sức khỏe bệnh nhân.",vai trò nha sĩ; quản lý ĐTĐ; nha sĩ ĐTĐ; phối hợp điều trị; chăm sóc răng miệng; tầm soát nha chu; tư vấn bệnh nhân
"Ở những người mắc bệnh ĐTĐ type 2, viêm nha chu và việc kiểm soát đường huyết kém có liên quan với nhau không?",,Q024,Tại sao cần giáo dục bệnh nhân ĐTĐ típ 2 về mối liên hệ với viêm nha chu?,Giúp bệnh nhân nhận thức rằng chăm sóc răng miệng tốt không chỉ bảo vệ răng mà còn hỗ trợ kiểm soát đường huyết và giảm nguy cơ biến chứng ĐTĐ.,ĐTĐ type 2; viêm nha chu; giáo dục bệnh nhân; kiểm soát đường huyết; mối liên hệ; chăm sóc răng miệng; biến chứng tiểu đường; tư vấn tiểu đường
"Ở những người mắc bệnh ĐTĐ type 2, viêm nha chu và việc kiểm soát đường huyết kém có liên quan với nhau không?",,Q025,Kết luận lâm sàng quan trọng nhất về mối liên hệ này là gì?,Viêm nha chu và ĐTĐ típ 2 tác động lẫn nhau theo cơ chế hai chiều. Quản lý nha chu hiệu quả là một phần thiết yếu trong chiến lược kiểm soát đường huyết và dự phòng biến chứng toàn thân.,đái tháo đường; viêm nha chu; kiểm soát đường huyết; ĐTĐ type 2; mối liên hệ; quản lý nha chu; ý nghĩa lâm sàng; tác động hai chiều; biến chứng toàn thân
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q001,"Ở những người mắc ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?","Ở bệnh nhân đái tháo đường, đặc biệt khi đường huyết không kiểm soát tốt, cơ thể sẽ sản sinh nhiều cytokine gây viêm như IL-1β, IL-6, TNF-α. Các chất này không chỉ kích hoạt phản ứng viêm tại mô nướu mà còn phá hủy sợi collagen, thúc đẩy hoạt động của tế bào hủy xương (osteoclasts) và làm mất bám dính quanh răng. Quá trình viêm này kéo dài khiến bệnh nha chu tiến triển nhanh hơn và khó điều trị hơn so với người không mắc ĐTĐ.",ĐTĐ; cytokine; chất trung gian viêm; cơ chế bệnh sinh; viêm nha chu; vai trò; miễn dịch; viêm mạn tính; phản ứng viêm
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q002,Vì sao bệnh nhân ĐTĐ lại có nồng độ cytokine viêm cao hơn?,"Đường huyết cao kéo dài làm rối loạn hoạt động miễn dịch, khiến các tế bào miễn dịch như đại thực bào và bạch cầu đơn nhân bị kích hoạt quá mức, liên tục giải phóng các cytokine gây viêm. Sự hiện diện của sản phẩm cuối glycat hóa (AGEs) càng làm quá trình này mạnh hơn, tạo ra tình trạng viêm mạn tính trong cơ thể và tại mô nha chu.",đái tháo đường; viêm nha chu; cytokine viêm; tăng đường huyết; cơ chế viêm; rối loạn miễn dịch; AGEs; viêm mạn tính
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q003,IL-1β có vai trò gì trong viêm nha chu ở người ĐTĐ?,"IL-1β là một cytokine chủ chốt trong phản ứng viêm nha chu. Ở người ĐTĐ, IL-1β được sản xuất nhiều hơn, thúc đẩy phá hủy mô liên kết, kích thích hoạt động hủy xương và tăng độ sâu túi nha chu. Nồng độ IL-1β cao thường liên quan đến mức độ nặng của bệnh.",IL-1β; viêm nha chu đái tháo đường; cytokine; chất trung gian viêm; cơ chế bệnh sinh; hủy xương; phá hủy mô; độ sâu túi
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q004,IL-6 ảnh hưởng thế nào đến viêm nha chu ở người ĐTĐ?,"IL-6 vừa là yếu tố thúc đẩy viêm tại chỗ, vừa liên quan đến tăng đề kháng insulin ở bệnh nhân ĐTĐ. Khi IL-6 tăng cao, phản ứng viêm tại nướu kéo dài, làm mô nha chu dễ bị phá hủy hơn, đồng thời việc kiểm soát đường huyết trở nên khó khăn hơn, tạo ra vòng xoắn bệnh lý.",IL-6; interleukin 6; viêm nha chu; ĐTĐ; cytokine viêm; cơ chế viêm; miễn dịch; dấu ấn sinh học
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q005,TNF-α có vai trò gì trong quá trình bệnh?,"TNF-α là một cytokine mạnh, kích hoạt enzyme phân giải mô (MMPs), gây phá hủy cấu trúc nâng đỡ răng. Ngoài ra, TNF-α làm giảm độ nhạy insulin, khiến đường huyết khó kiểm soát và phản ứng viêm trở nên trầm trọng hơn.",TNF-α; cytokine; viêm nha chu; bệnh sinh nha chu; phá hủy nha chu; đề kháng insulin; MMPs; tiêu xương răng
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q006,Stress oxy hóa là gì và liên quan thế nào đến viêm nha chu ở bệnh nhân ĐTĐ?,"Stress oxy hóa là tình trạng mất cân bằng giữa gốc tự do và chất chống oxy hóa. Ở bệnh nhân ĐTĐ, tình trạng này xảy ra thường xuyên hơn, làm tổn thương DNA, protein và màng tế bào mô nướu. Hậu quả là phản ứng viêm trở nên mạnh hơn và quá trình lành thương bị chậm lại.",Stress oxy hóa; viêm nha chu; đái tháo đường; nha chu tiểu đường; gốc tự do; cơ chế bệnh sinh; tổn thương mô nha chu; ROS
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q007,Đường huyết cao kéo dài có tác động gì đến tế bào miễn dịch vùng nướu?,"Đường huyết cao làm giảm khả năng thực bào và diệt khuẩn của bạch cầu, đồng thời kích thích giải phóng nhiều cytokine gây viêm hơn. Điều này khiến mô nha chu dễ bị vi khuẩn tấn công và khó hồi phục.",đường huyết cao; tăng đường huyết; tế bào miễn dịch; vùng nướu; phản ứng viêm; chức năng miễn dịch; bệnh nha chu; viêm nướu
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q008,Phản ứng viêm quá mức ở người ĐTĐ ảnh hưởng thế nào đến xương ổ răng?,"Các cytokine gây viêm như IL-1β, TNF-α kích hoạt tế bào hủy xương nhiều hơn tế bào tạo xương, dẫn đến mất cân bằng tái tạo xương và làm tiêu xương ổ răng nhanh chóng.",đái tháo đường; viêm nha chu; xương ổ răng; tiêu xương; cytokine; IL-1β; TNF-α; hủy xương
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q009,Sự kết hợp giữa cytokine viêm và sản phẩm cuối glycat hóa (AGEs) ở bệnh nhân ĐTĐ gây hại thế nào?,"AGEs gắn vào thụ thể RAGE trên tế bào miễn dịch, kích hoạt sản xuất hàng loạt cytokine viêm, làm phản ứng viêm trở nên dữ dội và kéo dài. Hệ quả là mô nha chu bị phá hủy nhanh hơn, khả năng hồi phục kém hơn.",cytokine viêm; AGEs; đái tháo đường; viêm nha chu; tương tác AGEs cytokine; cơ chế bệnh sinh; tổn thương nha chu; AGEs RAGE
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q010,Cytokine viêm có thể làm thay đổi hệ vi sinh nha chu không?,"Có. Môi trường viêm mạn tính và giàu cytokine khiến vi khuẩn gây bệnh nha chu như Porphyromonas gingivalis phát triển mạnh, làm mất cân bằng hệ vi sinh và khiến bệnh tiến triển nhanh hơn.",cytokine viêm; thay đổi vi sinh; hệ vi sinh nha chu; miễn dịch; viêm nha chu; vi khuẩn; ảnh hưởng
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q011,Kiểm soát đường huyết tốt giúp giảm nồng độ cytokine viêm như thế nào?,"Khi đường huyết ổn định, quá trình glycat hóa giảm, hoạt động miễn dịch trở lại gần bình thường, làm giảm giải phóng cytokine viêm, từ đó hạn chế phá hủy mô nha chu và cải thiện khả năng hồi phục.",Kiểm soát đường huyết; Cytokine viêm; Giảm cytokine; Cơ chế viêm nha chu; Đái tháo đường; Glycat hóa; Đáp ứng miễn dịch; Nha chu ĐTĐ
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q012,Viêm nha chu có thể làm tăng nồng độ cytokine toàn thân ở người ĐTĐ không?,"Có. Viêm nha chu mạn tính là nguồn giải phóng cytokine vào máu, làm tăng viêm toàn thân, góp phần làm giảm độ nhạy insulin và làm nặng thêm bệnh ĐTĐ.",viêm nha chu; đái tháo đường; cytokine; viêm toàn thân; đề kháng insulin; nha chu ĐTĐ; yếu tố viêm
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q013,Điều trị viêm nha chu giúp giảm cytokine viêm ở bệnh nhân ĐTĐ như thế nào?,"Nhiều nghiên cứu cho thấy, sau khi điều trị nha chu (cạo vôi, xử lý gốc răng), nồng độ IL-1β, IL-6, TNF-α giảm rõ rệt cả tại chỗ và trong máu, đồng thời HbA1c được cải thiện.",điều trị nha chu; giảm cytokine; cytokine viêm; bệnh nhân ĐTĐ; quản lý viêm; liệu pháp nha chu; chống viêm; cải thiện
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q014,Các thuốc kháng viêm có vai trò gì trong quản lý nha chu ở người ĐTĐ?,"Một số thuốc kháng viêm hoặc điều hòa miễn dịch có thể giảm cytokine viêm, nhưng chỉ hiệu quả khi kết hợp với điều trị nha chu cơ học và kiểm soát đường huyết.",Viêm nha chu ĐTĐ; Thuốc kháng viêm; Điều hòa miễn dịch; Quản lý nha chu; Cytokine viêm; Kiểm soát đường huyết; Phác đồ nha chu; Điều trị bổ trợ
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q015,Chế độ ăn uống ảnh hưởng thế nào đến mức cytokine ở bệnh nhân ĐTĐ bị nha chu?,"Chế độ ăn giàu chất chống oxy hóa (vitamin C, E, polyphenol) giúp trung hòa gốc tự do, giảm stress oxy hóa và hạn chế sản xuất cytokine viêm, hỗ trợ điều trị nha chu.",đái tháo đường; viêm nha chu; ĐTĐ nha chu; cytokine; chế độ ăn; dinh dưỡng; chất chống oxy hóa; stress oxy hóa; chất gây viêm
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q016,Stress tâm lý có làm tăng cytokine viêm ở bệnh nhân ĐTĐ không?,"Có. Stress kích hoạt hệ trục HPA, làm tăng cortisol và cytokine viêm, khiến nha chu nặng hơn và đường huyết khó kiểm soát.",stress tâm lý; tăng cytokine; cytokine viêm; bệnh nhân ĐTĐ; phản ứng viêm; căng thẳng; sức khỏe tâm thần; ảnh hưởng
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q017,Hoạt động thể chất có giúp giảm cytokine viêm không?,"Có. Tập thể dục điều độ giúp giảm IL-6 và TNF-α toàn thân, cải thiện độ nhạy insulin và hỗ trợ sức khỏe nha chu.",Hoạt động thể chất; Tập thể dục; Cytokine viêm; Giảm viêm; IL-6; TNF-α; Đái tháo đường; Viêm nha chu
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q018,Ngủ không đủ có ảnh hưởng đến cytokine viêm ở bệnh nhân ĐTĐ không?,"Có. Thiếu ngủ làm tăng IL-6, CRP và các chất gây viêm khác, khiến phản ứng viêm nha chu mạnh hơn và thời gian lành thương lâu hơn.",thiếu ngủ ĐTĐ; cytokine viêm; viêm nha chu; chất gây viêm; IL-6; CRP; phản ứng viêm nha chu; giấc ngủ bệnh tiểu đường
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q019,Việc hút thuốc lá ảnh hưởng thế nào đến cytokine viêm ở người ĐTĐ?,"Hút thuốc làm tăng sản xuất cytokine gây viêm, giảm lưu lượng máu đến mô nướu và cản trở quá trình lành thương, khiến nha chu nặng hơn.",hút thuốc; thuốc lá; cytokine viêm; ĐTĐ; viêm nha chu; tác động miễn dịch; cơ chế viêm; đái tháo đường
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q020,Có sự khác biệt về mức cytokine giữa ĐTĐ típ 1 và típ 2 trong viêm nha chu không?,"Cả hai típ ĐTĐ đều có mức cytokine cao, nhưng ở típ 2 thường kèm đề kháng insulin nặng hơn, làm viêm kéo dài và bệnh nha chu tiến triển nhanh hơn.",đái tháo đường; viêm nha chu; cytokine; ĐTĐ típ 1; ĐTĐ típ 2; đề kháng insulin; khác biệt cytokine; cơ chế viêm
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q021,Nồng độ cytokine viêm cao có thể dự báo mức độ nặng của nha chu ở bệnh nhân ĐTĐ không?,"Có. Nồng độ IL-1β, IL-6, TNF-α cao thường đi kèm với túi nha chu sâu, tiêu xương nhiều và tiên lượng bệnh xấu hơn.",Viêm nha chu ĐTĐ; cytokine viêm; dấu ấn sinh học; tiên lượng nha chu; IL-1β; IL-6; TNF-α; túi nha chu; tiêu xương; mức độ nặng
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q022,Các chất trung gian gây viêm khác ngoài cytokine là gì?,"Bao gồm prostaglandin E2 (PGE2), leukotrienes và enzyme phân giải mô như MMP-8, MMP-9, đều tham gia phá hủy mô nha chu.",chất trung gian viêm; hóa chất viêm; mediator viêm; yếu tố viêm; eicosanoids; metalloproteinase; CRP; prostanoids
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q023,PGE2 có vai trò gì trong viêm nha chu ở người ĐTĐ?,"PGE2 là chất trung gian gây viêm mạnh, kích thích hủy xương và duy trì tình trạng viêm kéo dài tại mô nha chu, đặc biệt ở người ĐTĐ.",PGE2; Prostaglandin E2; viêm nha chu ĐTĐ; cơ chế viêm nha chu; chất trung gian viêm; hủy xương nha chu; cytokine nha chu; viêm mạn tính nha chu
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q024,Có xét nghiệm nào đo được mức cytokine ở bệnh nhân nha chu không?,"Có. Các xét nghiệm như ELISA hoặc multiplex có thể đo nồng độ cytokine trong dịch khe nướu hoặc huyết thanh, giúp đánh giá mức độ viêm.",xét nghiệm cytokine; mức cytokine; ELISA; multiplex; dịch khe nướu; huyết thanh; chẩn đoán nha chu; chỉ dấu viêm
"Ở những người mắc bệnh ĐTĐ, vai trò của cytokine và các chất trung gian gây viêm trong cơ chế bệnh sinh của viêm nha chu là gì?",,Q025,Lợi ích của việc đồng thời điều trị nha chu và kiểm soát đường huyết là gì?,"Việc kết hợp điều trị nha chu và kiểm soát đường huyết giúp giảm mạnh cytokine viêm, cải thiện sức khỏe mô nướu, ổn định HbA1c, đồng thời giảm nguy cơ biến chứng toàn thân do ĐTĐ.",điều trị nha chu; kiểm soát đường huyết; lợi ích điều trị; đường huyết ổn định; sức khỏe tổng thể; giảm biến chứng; quản lý bệnh; kiểm soát ĐTĐ
"Ở những người mắc bệnh ĐTĐ, viêm nha chu có làm tăng nguy cơ xuất hiện nhiều biến chứng ĐTĐ không?",,Q001,Viêm nha chu có làm tăng nguy cơ biến chứng toàn thân ở bệnh nhân ĐTĐ không?,"Có. Viêm nha chu không chỉ là vấn đề tại chỗ mà còn là một ổ viêm mạn tính, giải phóng cytokine và độc tố vi khuẩn vào máu, kích hoạt phản ứng viêm toàn thân. Điều này làm nặng thêm các biến chứng mạch máu lớn (như bệnh tim mạch, đột quỵ) và vi mạch (như bệnh võng mạc, bệnh thận, bệnh thần kinh ngoại biên) ở bệnh nhân ĐTĐ, khiến việc điều trị khó khăn hơn và tiên lượng xấu hơn.",viêm nha chu; đái tháo đường; ĐTĐ; biến chứng toàn thân; ảnh hưởng nha chu; viêm toàn thân; bệnh hệ thống; nguy cơ biến chứng
"Ở những người mắc bệnh ĐTĐ, viêm nha chu có làm tăng nguy cơ xuất hiện nhiều biến chứng ĐTĐ không?",,Q002,Tại sao viêm nha chu lại liên quan đến biến chứng võng mạc tiểu đường?,"Phản ứng viêm mạn tính từ nha chu làm tổn thương nội mô vi mạch, bao gồm cả vi mạch võng mạc. Các cytokine viêm như IL-1β, TNF-α và CRP làm tăng tính thấm mạch, thúc đẩy tân mạch bất thường ở võng mạc, dẫn đến xuất huyết, phù hoàng điểm và có thể gây mù lòa nếu không được phát hiện và kiểm soát kịp thời.",viêm nha chu; võng mạc tiểu đường; biến chứng tiểu đường; cơ chế viêm; tổn thương vi mạch; cytokine viêm; tân mạch; phù hoàng điểm
"Ở những người mắc bệnh ĐTĐ, viêm nha chu có làm tăng nguy cơ xuất hiện nhiều biến chứng ĐTĐ không?",,Q003,Viêm nha chu có ảnh hưởng đến bệnh thận do ĐTĐ không?,"Có. Viêm nha chu kéo dài làm tăng tình trạng viêm hệ thống và stress oxy hóa, dẫn đến tổn thương vi mạch cầu thận. Bệnh nhân ĐTĐ kèm viêm nha chu có tỷ lệ albumin niệu và tiến triển suy thận mạn cao hơn, đặc biệt ở nhóm kiểm soát đường huyết kém.",viêm nha chu; bệnh thận ĐTĐ; biến chứng thận; đái tháo đường; ảnh hưởng thận; thận do ĐTĐ
"Ở những người mắc bệnh ĐTĐ, viêm nha chu có làm tăng nguy cơ xuất hiện nhiều biến chứng ĐTĐ không?",,Q004,Mối liên quan giữa viêm nha chu và biến chứng thần kinh ở bệnh nhân ĐTĐ là gì?,"Viêm nha chu góp phần làm tăng stress oxy hóa và các chất trung gian viêm, ảnh hưởng đến sự dẫn truyền thần kinh và gây thoái hóa sợi thần kinh ngoại biên. Hậu quả là bệnh nhân dễ bị tê bì, giảm cảm giác ở tay chân, tăng nguy cơ loét và nhiễm trùng chi dưới.",viêm nha chu; tiểu đường; biến chứng thần kinh; thần kinh ngoại biên; ảnh hưởng thần kinh ĐTĐ; tê bì; loét chi
"Ở những người mắc bệnh ĐTĐ, viêm nha chu có làm tăng nguy cơ xuất hiện nhiều biến chứng ĐTĐ không?",,Q005,Viêm nha chu có làm tăng nguy cơ loét bàn chân ở bệnh nhân ĐTĐ không?,"Có. Khi viêm nha chu không được điều trị, tình trạng viêm toàn thân kéo dài sẽ kết hợp với bệnh lý thần kinh và mạch máu ở bệnh nhân ĐTĐ, làm giảm khả năng lành vết thương, tăng nguy cơ loét và hoại tử bàn chân.",viêm nha chu; loét bàn chân; tiểu đường; chân ĐTĐ; biến chứng ĐTĐ; viêm toàn thân; bệnh thần kinh; bệnh mạch máu
"Ở những người mắc bệnh ĐTĐ, viêm nha chu có làm tăng nguy cơ xuất hiện nhiều biến chứng ĐTĐ không?",,Q006,Viêm nha chu liên quan thế nào đến nguy cơ cắt cụt chi ở bệnh nhân ĐTĐ?,"Người mắc cả viêm nha chu và ĐTĐ có nguy cơ cao hơn phải cắt cụt chi do kết hợp nhiều yếu tố: giảm cảm giác, tuần hoàn kém, nhiễm trùng kéo dài và chậm lành vết thương. Các nghiên cứu dịch tễ học cho thấy nguy cơ này tăng rõ rệt khi viêm nha chu ở mức độ nặng.",viêm nha chu; cắt cụt chi; nguy cơ cắt cụt; biến chứng ĐTĐ; đái tháo đường; bệnh mạch ngoại biên; chân ĐTĐ
"Ở những người mắc bệnh ĐTĐ, viêm nha chu có làm tăng nguy cơ xuất hiện nhiều biến chứng ĐTĐ không?",,Q007,Viêm nha chu làm tăng nguy cơ biến chứng tim mạch ở bệnh nhân ĐTĐ như thế nào?,"Viêm nha chu tạo ra các sản phẩm viêm và độc tố vi khuẩn, thúc đẩy xơ vữa động mạch và hình thành mảng bám không ổn định, làm tăng nguy cơ nhồi máu cơ tim, cơn đau thắt ngực không ổn định và đột quỵ.",viêm nha chu; đái tháo đường; biến chứng tim mạch; xơ vữa động mạch; nhồi máu cơ tim; đột quỵ; bệnh mạch vành; viêm hệ thống; nha chu ĐTĐ
"Ở những người mắc bệnh ĐTĐ, viêm nha chu có làm tăng nguy cơ xuất hiện nhiều biến chứng ĐTĐ không?",,Q008,Viêm nha chu có thể làm tăng nguy cơ tử vong sớm ở bệnh nhân ĐTĐ không?,"Có. Dữ liệu từ các nghiên cứu đoàn hệ lớn cho thấy bệnh nhân ĐTĐ có viêm nha chu nặng có tỷ lệ tử vong do nguyên nhân tim mạch và tất cả nguyên nhân cao hơn, đặc biệt ở nhóm không được điều trị nha chu tích cực.",viêm nha chu; đái tháo đường; tử vong sớm; nguy cơ tử vong; biến chứng ĐTĐ; bệnh nha chu; tiên lượng ĐTĐ; tim mạch ĐTĐ
"Ở những người mắc bệnh ĐTĐ, viêm nha chu có làm tăng nguy cơ xuất hiện nhiều biến chứng ĐTĐ không?",,Q009,Điều trị viêm nha chu có giúp giảm nguy cơ biến chứng toàn thân ở bệnh nhân ĐTĐ không?,"Có. Can thiệp nha chu tích cực (lấy cao răng, xử lý túi nha chu, điều trị kháng sinh hỗ trợ khi cần) làm giảm tải lượng vi khuẩn và cytokine viêm, cải thiện kiểm soát HbA1c, từ đó giúp giảm nguy cơ hoặc làm chậm tiến triển biến chứng toàn thân.",điều trị nha chu; giảm biến chứng; biến chứng toàn thân; bệnh nhân ĐTĐ; quản lý ĐTĐ; viêm nha chu
"Ở những người mắc bệnh ĐTĐ, viêm nha chu có làm tăng nguy cơ xuất hiện nhiều biến chứng ĐTĐ không?",,Q010,Viêm nha chu ảnh hưởng thế nào đến biến chứng mạch máu lớn ở bệnh nhân ĐTĐ?,"Viêm nha chu thúc đẩy phản ứng viêm toàn thân và xơ vữa mạch, gây tổn thương các mạch máu lớn như động mạch vành, động mạch cảnh và động mạch chi dưới, từ đó làm tăng nguy cơ nhồi máu cơ tim, đột quỵ và bệnh mạch máu ngoại biên.",viêm nha chu; biến chứng mạch lớn; đái tháo đường; nha chu ĐTĐ; tim mạch ĐTĐ; nhồi máu cơ tim; đột quỵ; xơ vữa mạch
"Ở những người mắc bệnh ĐTĐ, viêm nha chu có làm tăng nguy cơ xuất hiện nhiều biến chứng ĐTĐ không?",,Q011,Mức độ nặng của viêm nha chu có liên quan đến mức độ nguy hiểm của biến chứng ĐTĐ không?,"Có. Mức độ mất bám dính và tiêu xương càng lớn thì nồng độ CRP và các marker viêm trong máu càng cao, làm biến chứng tiến triển nhanh và khó kiểm soát hơn, kể cả khi bệnh nhân đang điều trị ĐTĐ tích cực.",viêm nha chu; đái tháo đường; biến chứng ĐTĐ; mức độ nha chu; nha chu nặng; tiêu xương; mất bám dính; liên quan nha chu ĐTĐ
"Ở những người mắc bệnh ĐTĐ, viêm nha chu có làm tăng nguy cơ xuất hiện nhiều biến chứng ĐTĐ không?",,Q012,Viêm nha chu có thể làm tăng nguy cơ suy thận giai đoạn cuối ở bệnh nhân ĐTĐ không?,"Có. Viêm nha chu kéo dài gây viêm mạn tính toàn thân, làm tổn thương thêm cấu trúc thận vốn đã bị ảnh hưởng bởi ĐTĐ, từ đó đẩy nhanh tiến triển đến suy thận giai đoạn cuối và phải chạy thận nhân tạo.",viêm nha chu; suy thận giai đoạn cuối; ESRD; biến chứng thận; đái tháo đường; bệnh thận mạn
"Ở những người mắc bệnh ĐTĐ, viêm nha chu có làm tăng nguy cơ xuất hiện nhiều biến chứng ĐTĐ không?",,Q013,Viêm nha chu có ảnh hưởng đến khả năng lành vết thương ở bệnh nhân ĐTĐ không?,"Có. Viêm nha chu làm tăng tình trạng viêm hệ thống, cản trở quá trình tân tạo mô và làm giảm lưu lượng máu đến vết thương, khiến vết thương lâu lành hơn, đặc biệt ở chi dưới.",Viêm nha chu; tiểu đường; lành vết thương; vết thương ĐTĐ; biến chứng tiểu đường; viêm hệ thống; chữa lành vết thương; nha chu tiểu đường
